Last inventory,Operating system,RAM (MB),CPU (MHz)
2019-03-29 11:29:27,Microsoft Windows 7 Professional,12288,3325
2020-01-03 10:24:54,Microsoft Windows 7 Professional,12288,1996
2020-02-13 17:39:00,Microsoft Windows 7 Professional,12288,3326
2018-09-19 08:05:57,Microsoft Windows 10 Pro,4096,3001
2018-10-18 08:32:40,Microsoft Windows 10 Pro,4096,3001
2018-11-14 08:58:58,Microsoft Windows 10 Pro,4096,3001
2018-12-19 10:46:40,Microsoft Windows 10 Pro,4096,3001
2019-01-02 09:32:10,Microsoft Windows 10 Pro,4096,3001
2019-02-08 13:45:04,Microsoft Windows 10 Pro,4096,3001
2019-02-12 08:22:13,Microsoft Windows 10 Pro,4096,3001
2019-02-21 08:29:16,Microsoft Windows 10 Pro,4096,3001
2019-05-16 09:31:04,Microsoft Windows 10 Pro,4096,3001
2019-05-21 09:48:58,Microsoft Windows 10 Pro,4096,3001
2019-06-03 09:56:59,Microsoft Windows 10 Pro,4096,3001
2019-07-05 09:35:47,Microsoft Windows 10 Pro,4096,3001
2019-07-09 09:13:33,Microsoft Windows 10 Pro,4096,3001
2019-07-22 09:49:08,Microsoft Windows 10 Pro,4096,3001
2019-08-20 17:24:26,Microsoft Windows 10 Pro,4096,3001
2019-11-08 15:40:45,Microsoft Windows 10 Pro,4096,3001
2019-11-26 10:31:04,Microsoft Windows 10 Pro,4096,3001
2019-11-27 10:30:53,Microsoft Windows 10 Pro,4096,3001
2019-12-12 18:24:32,Microsoft Windows 10 Pro,4096,3001
2019-12-20 10:45:15,Microsoft Windows 10 Pro,4096,3001
2020-01-02 13:14:06,Microsoft Windows 10 Pro,4096,3001
2020-01-28 10:18:46,Microsoft Windows 10 Pro,4096,3001
2020-02-05 10:28:42,Microsoft Windows 10 Pro,4096,3001
2020-03-11 13:12:51,Microsoft Windows 10 Pro,4096,3001
2020-03-17 09:51:48,Microsoft Windows 10 Pro,4096,3001
2021-01-22 11:04:41,Microsoft Windows 10 Pro,4096,3001
2021-02-18 13:21:50,Microsoft Windows 10 Pro,4096,3001
2021-03-15 13:38:13,Microsoft Windows 10 Pro,4096,3001
2021-03-25 10:05:02,Microsoft Windows 10 Pro,4096,3001
2021-04-06 14:06:09,Microsoft Windows 10 Pro,4096,3001
2021-05-29 11:37:04,Microsoft Windows 10 Pro,4096,3001
2021-12-29 10:22:36,Microsoft Windows 10 Pro,4096,3001
2022-01-24 10:31:41,Microsoft Windows 10 Pro,4096,3001
2022-02-08 17:51:46,Microsoft Windows 10 Pro,4096,3001
2022-04-28 09:28:53,Microsoft Windows 10 Pro,4096,3001
2022-05-23 14:53:00,Microsoft Windows 10 Pro,4096,3001
2022-06-18 15:25:59,Microsoft Windows 10 Pro,4096,3001
2022-10-27 14:41:29,Microsoft Windows 10 Pro,4096,3001
2022-10-27 12:33:59,Microsoft Windows 10 Pro,8192,3408
2018-10-01 08:33:22,Microsoft Windows 10 Pro,4096,3001
2018-10-16 16:49:34,Microsoft Windows 10 Pro,4096,3001
2018-12-07 09:02:14,Microsoft Windows 10 Pro,4096,3001
2019-05-10 11:20:12,Microsoft Windows 10 Pro,4096,3001
2019-10-01 14:25:53,Microsoft Windows 10 Pro,4096,3001
2019-10-09 08:20:13,Microsoft Windows 10 Pro,4096,3001
2020-01-23 10:22:19,Microsoft Windows 10 Pro,4096,3001
2020-01-24 16:25:36,Microsoft Windows 10 Pro,4096,3001
2020-01-29 12:07:49,Microsoft Windows 10 Pro,4096,3001
2022-09-05 10:46:13,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:56:42,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:43:42,Microsoft Windows 10 Pro,8192,3408
2020-07-24 10:01:27,Microsoft Windows 10 Pro,8192,3000
2022-10-27 09:20:45,Microsoft Windows 10 Pro,8192,3408
2022-10-26 14:51:03,Microsoft Windows 10 Pro,8192,3408
2022-10-26 10:33:29,Microsoft Windows 10 Pro,8192,3408
2019-05-08 16:31:32,Microsoft Windows 7 Professional,2048,2936
2022-10-27 09:51:33,Microsoft Windows 10 Pro,8192,3408
2022-10-27 10:19:14,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:02:55,Microsoft Windows 10 Pro,8192,3408
2020-10-14 09:44:43,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:12:18,Microsoft Windows 10 Pro,8192,3408
2018-10-22 11:41:16,Microsoft Windows 10 Pro,8192,3408
2022-05-11 10:49:53,Microsoft Windows 7 Professional,3550,3200
2022-10-27 14:49:25,Microsoft Windows 10 Pro,8192,3408
2019-01-21 09:09:59,Microsoft® Windows Vista™ Business,2048,2933
2018-10-10 16:42:15,Microsoft Windows 10 Pro,4096,3001
2018-10-24 16:45:29,Microsoft Windows 10 Pro,4096,3001
2018-11-21 10:10:07,Microsoft Windows 10 Pro,4096,3001
2019-07-11 10:28:06,Microsoft Windows 10 Pro,4096,3001
2019-10-22 17:44:11,Microsoft Windows 10 Pro,4096,3001
2019-11-22 09:20:27,Microsoft Windows 10 Pro,4096,3001
2019-12-09 17:18:34,Microsoft Windows 10 Pro,4096,3001
2019-12-16 09:38:13,Microsoft Windows 10 Pro,4096,3001
2020-02-20 11:19:11,Microsoft Windows 10 Pro,4096,3001
2020-04-29 12:36:26,Microsoft Windows 10 Pro,4096,3001
2020-09-18 12:14:22,Microsoft Windows 10 Pro,4096,3001
2020-12-11 14:11:55,Microsoft Windows 10 Pro,4096,3001
2021-01-06 17:23:06,Microsoft Windows 10 Pro,4096,3001
2021-01-07 12:33:16,Microsoft Windows 10 Pro,4096,3001
2021-05-10 14:20:35,Microsoft Windows 10 Pro,4096,3001
2021-06-17 12:29:38,Microsoft Windows 10 Pro,4096,3001
2022-10-27 08:43:26,Microsoft Windows 10 Pro,4096,3001
2018-09-25 13:45:51,Microsoft Windows 10 Pro,2972,3001
2018-10-01 15:22:41,Microsoft Windows 10 Pro,2969,3001
2018-10-11 16:55:27,Microsoft Windows 10 Pro,4096,3001
2018-10-15 08:24:32,Microsoft Windows 10 Pro,2969,3001
2021-06-10 08:43:50,Microsoft Windows 10 Pro,2969,3001
2022-10-27 09:31:07,Microsoft Windows 10 Pro,2969,3001
2022-08-05 17:18:50,Microsoft Windows 10 Pro,8192,3408
2019-04-30 12:05:11,Microsoft Windows 10 Pro,4096,3601
2022-10-13 11:32:10,Microsoft Windows 10 Pro,4096,3601
2022-10-27 07:58:17,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:25:49,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:33:29,Microsoft Windows 10 Pro,8192,3408
2022-10-27 15:01:15,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:06:29,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:20:32,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:37:36,Microsoft Windows 10 Pro,4096,3600
2022-10-27 08:19:59,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:39:34,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:00:11,Microsoft Windows 10 Pro,8192,3408
2018-11-07 09:49:55,Microsoft Windows 10 Pro,4096,3001
2019-01-03 09:26:54,Microsoft Windows 10 Pro,4096,3001
2019-01-04 11:46:09,Microsoft Windows 10 Pro,4096,3001
2019-01-17 08:26:39,Microsoft Windows 10 Pro,4096,3001
2019-03-08 08:37:03,Microsoft Windows 10 Pro,4096,3001
2019-03-13 14:30:28,Microsoft Windows 10 Pro,4096,3001
2019-03-15 10:25:56,Microsoft Windows 10 Pro,4096,3001
2019-03-25 14:15:03,Microsoft Windows 10 Pro,4096,3001
2019-03-29 14:31:58,Microsoft Windows 10 Pro,4096,3001
2019-04-12 08:04:04,Microsoft Windows 10 Pro,4096,3001
2019-04-29 09:55:33,Microsoft Windows 10 Pro,4096,3001
2019-05-21 09:13:38,Microsoft Windows 10 Pro,4096,3001
2019-07-01 12:07:37,Microsoft Windows 10 Pro,4096,3001
2019-07-16 08:30:14,Microsoft Windows 10 Pro,4096,3001
2019-08-22 14:10:02,Microsoft Windows 10 Pro,4096,3001
2019-10-02 08:52:51,Microsoft Windows 10 Pro,4096,3001
2019-11-07 09:26:44,Microsoft Windows 10 Pro,4096,3001
2019-12-05 14:38:36,Microsoft Windows 10 Pro,4096,3001
2019-12-09 17:55:01,Microsoft Windows 10 Pro,4096,3001
2019-12-10 09:25:34,Microsoft Windows 10 Pro,4096,3001
2019-12-12 09:03:28,Microsoft Windows 10 Pro,4096,3001
2020-01-15 09:22:42,Microsoft Windows 10 Pro,4096,3001
2020-03-10 08:47:39,Microsoft Windows 10 Pro,4096,3001
2020-05-12 13:21:44,Microsoft Windows 10 Pro,4096,3001
2020-06-03 10:05:29,Microsoft Windows 10 Pro,4096,3001
2020-06-19 14:32:04,Microsoft Windows 10 Pro,4096,3001
2020-11-06 09:49:00,Microsoft Windows 10 Pro,4096,3001
2021-01-08 12:58:30,Microsoft Windows 10 Pro,4096,3001
2021-03-01 13:55:06,Microsoft Windows 10 Pro,4096,3001
2021-04-15 11:10:37,Microsoft Windows 10 Pro,4096,3001
2021-05-04 09:57:29,Microsoft Windows 10 Pro,4096,3001
2021-05-14 16:20:38,Microsoft Windows 10 Pro,4096,3001
2021-06-24 09:40:04,Microsoft Windows 10 Pro,4096,3001
2022-04-05 14:17:56,Microsoft Windows 10 Pro,4096,3001
2022-04-07 08:23:20,Microsoft Windows 10 Pro,4096,3001
2022-04-08 09:28:32,Microsoft Windows 10 Pro,4096,3001
2022-04-11 09:02:24,Microsoft Windows 10 Pro,4096,3001
2022-10-27 14:40:44,Microsoft Windows 10 Pro,4096,3001
2022-10-27 10:56:16,Microsoft Windows 10 Pro,8192,3408
2022-03-31 10:20:00,Microsoft Windows 7 Professional,3550,3200
2022-10-27 12:38:59,Microsoft Windows 7 Professional,3550,3200
2022-10-27 08:02:41,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:45:48,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:06:24,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:11:23,Microsoft Windows 10 Pro,8192,3408
2022-10-27 07:11:55,Microsoft Windows 10 Pro,8192,3408
2022-10-27 12:46:22,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:11:08,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:20:38,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:12:58,Microsoft Windows 7 Professional,1791,1496
2022-10-25 09:43:29,Microsoft Windows 10 Pro,16384,3601
2022-10-27 09:48:08,Microsoft Windows 10 Pro,8192,3408
2022-10-11 08:18:30,Microsoft Windows 7 Professional,2048,2926
2022-10-27 12:15:53,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:19:41,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:22:38,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:58:26,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:15:40,Microsoft Windows 10 Pro,8192,3408
2019-07-22 14:56:16,Microsoft Windows 7 Professional,2048,2933
2022-07-27 17:07:52,Microsoft Windows 7 Professional,2048,2800
2022-10-27 09:14:42,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:22:50,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:29:24,Microsoft Windows 10 Pro,8192,3600
2018-09-25 09:36:00,Microsoft Windows 10 Pro,4096,3001
2018-10-09 08:11:32,Microsoft Windows 10 Pro,4096,3001
2018-10-26 16:05:41,Microsoft Windows 10 Pro,4096,3001
2018-11-08 09:31:50,Microsoft Windows 10 Pro,4096,3001
2018-11-21 09:59:18,Microsoft Windows 10 Pro,4096,3001
2019-01-23 14:58:35,Microsoft Windows 10 Pro,4096,3001
2019-02-11 11:06:18,Microsoft Windows 10 Pro,4096,3001
2019-07-05 09:42:43,Microsoft Windows 10 Pro,2969,3001
2022-10-27 11:10:44,Microsoft Windows 10 Pro,2969,3001
2021-08-25 17:34:47,Microsoft Windows 10 Pro,2969,3001
2018-09-24 09:04:23,Microsoft Windows 10 Pro,4096,3001
2018-09-17 09:39:06,Microsoft Windows 10 Pro,4096,3001
2018-10-08 09:52:17,Microsoft Windows 10 Pro,4096,3001
2018-12-10 13:56:21,Microsoft Windows 10 Pro,4096,3001
2018-12-26 13:47:25,Microsoft Windows 10 Pro,4096,3001
2019-01-11 09:55:04,Microsoft Windows 10 Pro,4096,3001
2019-02-27 09:05:14,Microsoft Windows 10 Pro,4096,3001
2019-03-13 14:02:36,Microsoft Windows 10 Pro,4096,3001
2019-03-18 09:14:13,Microsoft Windows 10 Pro,4096,3001
2019-04-18 08:20:28,Microsoft Windows 10 Pro,4096,3001
2019-04-25 08:52:27,Microsoft Windows 10 Pro,4096,3001
2019-05-13 13:51:37,Microsoft Windows 10 Pro,4096,3001
2019-05-20 13:22:01,Microsoft Windows 10 Pro,4096,3001
2019-05-30 14:25:06,Microsoft Windows 10 Pro,4096,3001
2019-06-11 15:53:12,Microsoft Windows 10 Pro,4096,3001
2019-06-17 16:46:12,Microsoft Windows 10 Pro,4096,3001
2019-06-25 14:05:11,Microsoft Windows 10 Pro,4096,3001
2019-07-23 16:56:07,Microsoft Windows 10 Pro,4096,3001
2019-08-19 09:04:15,Microsoft Windows 10 Pro,4096,3001
2019-09-10 10:50:57,Microsoft Windows 10 Pro,4096,3001
2019-09-17 13:18:45,Microsoft Windows 10 Pro,4096,3001
2022-05-12 10:26:12,Microsoft Windows 10 Pro,4096,3001
2022-07-07 08:02:37,Microsoft Windows 10 Pro,4096,3001
2022-07-15 10:25:59,Microsoft Windows 10 Pro,4096,3001
2022-07-18 09:29:58,Microsoft Windows 10 Pro,4096,3001
2022-09-02 08:17:41,Microsoft Windows 10 Pro,4096,3001
2022-10-27 15:29:04,Microsoft Windows 10 Pro,4096,3001
2019-04-25 09:24:07,Microsoft Windows 8.1 Pro,4096,2417
2022-10-27 08:03:16,Microsoft Windows 10 Pro,7320,3600
2022-10-27 08:23:17,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:06:06,Microsoft Windows 10 Pro,8192,3408
2022-10-27 10:47:15,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:58:41,Microsoft Windows 7 Professional,4096,2936
2019-12-09 10:41:40,Microsoft Windows 10 Pro,8192,2496
2022-10-27 14:20:02,Microsoft Windows 10 Pro,8192,2496
2022-10-10 09:39:47,Microsoft Windows 7 Professional,2048,2133
2022-10-27 08:36:05,Microsoft Windows 7 Professional,4096,3400
2022-08-15 09:01:54,Microsoft Windows 7 Professional,1756,2133
2022-03-02 11:49:32,Microsoft Windows 7 Professional,2941,2936
2018-09-28 08:49:16,Microsoft Windows 10 Pro,4096,3001
2018-10-24 11:17:20,Microsoft Windows 10 Pro,4096,3001
2018-10-26 09:47:44,Microsoft Windows 10 Pro,4096,3001
2018-10-29 10:10:46,Microsoft Windows 10 Pro,4096,3001
2018-11-12 09:00:18,Microsoft Windows 10 Pro,4096,3001
2018-11-23 10:55:30,Microsoft Windows 10 Pro,4096,3001
2018-12-11 08:44:59,Microsoft Windows 10 Pro,4096,3001
2018-12-27 09:40:37,Microsoft Windows 10 Pro,4096,3001
2019-01-15 10:22:18,Microsoft Windows 10 Pro,4096,3001
2019-01-28 10:22:22,Microsoft Windows 10 Pro,4096,3001
2019-02-04 09:14:26,Microsoft Windows 10 Pro,4096,3001
2019-02-21 16:35:51,Microsoft Windows 10 Pro,4096,3001
2019-03-21 08:53:30,Microsoft Windows 10 Pro,4096,3001
2019-05-24 09:40:17,Microsoft Windows 10 Pro,4096,3001
2021-10-20 13:47:56,Microsoft Windows 10 Pro,4096,3001
2019-09-12 16:05:18,Microsoft Windows 10 Pro,4096,3001
2022-10-27 13:12:01,Microsoft Windows 10 Pro,16384,3601
2022-10-27 10:42:14,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:57:58,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:22:15,Microsoft Windows 10 Pro,8192,3408
2022-04-29 07:23:47,Microsoft Windows 7 Professional,3549,2936
2020-07-07 13:59:56,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:34:25,Microsoft Windows 10 Pro,8192,3408
2021-10-25 08:38:52,Microsoft Windows XP Professional,1024,2793
2020-07-20 17:20:49,Microsoft Windows 8 Professional Edition,8056,3600
2022-10-25 07:28:08,Microsoft Windows 10 Pro,8192,3408
2021-12-03 15:30:52,Microsoft Windows 10 Pro,8192,3408
2022-10-27 11:49:27,Microsoft Windows 10 Pro,8192,3408
2019-07-24 12:24:36,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:06:22,Microsoft Windows 10 Pro,8192,3408
2018-09-27 03:41:59,Microsoft Windows 7 Professional,3261,2926
2018-10-31 15:46:22,Microsoft Windows 7 Professional,3261,2926
2021-09-28 08:35:21,Microsoft Windows 7 Professional,4096,2926
2021-09-28 10:35:35,Microsoft Windows 7 Professional,4096,2926
2021-09-30 09:28:58,Microsoft Windows 7 Professional,4096,2926
2021-10-04 08:48:15,Microsoft Windows 7 Professional,3261,2926
2022-10-27 08:36:44,Microsoft Windows 10 Pro,8192,3408
2022-10-14 07:57:08,Microsoft Windows 10 Pro,8192,3408
2022-10-25 10:58:09,Microsoft Windows 10 Pro,4096,3408
2022-10-27 12:49:44,Microsoft Windows 10 Pro,8192,3408
2020-08-14 12:41:50,Microsoft® Windows Vista™ Business,4096,3003
2022-10-27 12:12:05,Microsoft Windows 10 Pro,8192,3408
2022-10-06 07:54:36,Microsoft Windows 10 Pro,8192,3408
2021-03-21 08:51:53,Microsoft Windows 10 Pro,8192,3408
2021-04-16 14:30:35,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:01:20,Microsoft Windows 10 Pro,8192,3408
2022-10-11 11:12:09,Microsoft Windows 10 Pro,8192,3408
2022-02-09 17:13:35,Microsoft Windows 7 Professional,4096,3200
2019-04-11 11:17:05,Microsoft® Windows Vista™ Business,2048,2327
2022-09-02 16:52:38,Microsoft Windows 10 Pro,4096,2400
2022-10-27 09:01:52,Microsoft Windows 10 Pro,4096,2400
2019-03-26 08:05:36,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:34:35,Microsoft Windows 8 Professional Edition,3985,3408
2022-10-27 07:55:17,Microsoft Windows 7 Professional,3550,3200
2022-10-26 17:18:14,Microsoft Windows 10 Pro,8192,3408
2022-10-27 12:58:56,Microsoft Windows 10 Pro,8192,3408
2022-10-06 15:11:43,Microsoft Windows 10 Pro for Workstations,32768,3601
2018-11-07 09:44:30,Microsoft Windows 7 Ultimate,8192,2667
2019-02-01 11:22:52,Microsoft Windows 7 Ultimate,8192,2667
2018-10-30 22:50:48,Microsoft Windows XP Professional,447,1908
2019-11-06 18:28:53,Microsoft Windows 7 Professional,4096,2793
2022-02-18 18:39:04,Microsoft Windows 7 Professional,3072,2803
2022-05-20 09:35:23,Microsoft Windows 7 Professional,3072,2803
2022-10-27 12:44:45,Microsoft Windows 10 Pro,4096,2400
2022-10-27 13:51:44,Microsoft Windows 7 Professional,2048,3000
2021-11-08 11:15:31,Microsoft® Windows Vista™ Business,2048,2933
2022-07-27 11:45:57,Microsoft Windows 10 Pro,4096,2400
2022-10-27 08:03:48,Microsoft Windows 10 Pro,8192,3408
2019-05-10 12:41:12,Microsoft Windows XP Professional,1024,1875
2022-10-26 09:28:56,Microsoft Windows 10 Pro,8192,2712
2022-10-26 15:42:01,Microsoft Windows 8.1 Pro,8192,2601
2021-03-25 13:01:57,Microsoft Windows 7 Professional,2941,2936
2022-09-01 16:32:25,Microsoft Windows 10 Pro,8192,3600
2020-02-04 18:16:20,Microsoft® Windows Vista™ Business,2048,2933
2022-09-08 09:04:19,Microsoft® Windows Vista™ Business,3579,3326
2019-06-18 08:40:17,Microsoft Windows 7 Professional,1789,2933
2022-01-03 11:10:07,Microsoft Windows 7 Professional,1789,2936
2021-08-20 14:13:28,Microsoft Windows 7 Professional,2048,2600
2022-10-27 15:33:19,Microsoft Windows 10 Pro,8192,3408
2022-10-27 15:32:28,Microsoft Windows 10 Pro,8192,3408
2019-04-02 11:11:19,Microsoft Windows 10 Pro,8192,3408
2022-10-27 11:57:51,Microsoft Windows 7 Professional,2048,2667
2019-11-11 10:31:24,Microsoft Windows 7 Professional,2941,2936
2019-09-16 10:10:20,Microsoft Windows 7 Professional,3037,2936
2020-12-28 18:29:38,Microsoft Windows 7 Professional,4096,2936
2021-07-16 16:24:38,Microsoft Windows 10 Pro,4096,3600
2022-10-27 05:46:02,Microsoft Windows 10 Pro,8192,3408
2022-10-26 21:03:11,Microsoft Windows 10 Pro,8192,3408
2022-10-27 10:18:27,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:07:26,Microsoft Windows 10 Pro,8192,3408
2022-10-20 14:48:30,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:16:06,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:55:32,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:08:48,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:43:39,Microsoft Windows 10 Pro,8192,3408
2022-10-24 19:48:35,Microsoft Windows 10 Pro,4096,3408
2022-10-27 08:33:55,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:47:01,Microsoft Windows 10 Pro,8192,3408
2022-10-26 15:45:14,Microsoft Windows 7 Professional,3550,3200
2022-10-21 14:34:19,Microsoft Windows 10 Pro,4096,3408
2022-10-27 09:22:03,Microsoft Windows 10 Pro,8192,3408
2022-06-23 13:24:14,Microsoft Windows 10 Pro,4096,3408
2019-07-22 09:37:12,Microsoft Windows XP Professional,1024,2000
2022-08-15 16:08:25,Microsoft Windows 7 Professional,6562,2501
2022-10-27 08:40:00,Microsoft Windows 10 Pro,8192,3408
2021-09-01 08:22:37,Microsoft Windows 8.1 Pro,3550,3200
2019-08-10 09:01:16,Microsoft Windows 7 Professional,2048,1596
2022-08-22 08:44:15,Microsoft Windows 7 Professional,4096,2936
2022-10-27 08:46:59,Microsoft Windows 10 Pro,4096,3408
2022-02-21 13:31:01,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:13:01,Microsoft Windows 10 Pro,8192,3408
2019-04-05 08:30:41,Microsoft Windows 7 Professional,2048,2926
2022-10-27 09:06:58,Microsoft Windows 10 Pro,8192,3408
2022-07-14 09:53:33,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:18:22,Microsoft Windows 10 Pro,8192,3408
2022-10-27 15:32:55,Microsoft Windows 10 Pro,8192,3408
2021-02-25 09:34:45,Microsoft Windows 7 Professional,3453,2936
2022-10-27 09:11:45,Microsoft Windows 10 Pro,8192,3408
2020-12-28 15:06:06,Microsoft Windows 10 Pro,4096,3408
2022-10-27 10:14:13,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:00:52,Microsoft Windows 10 Pro,8192,3408
2022-10-25 10:02:41,Microsoft Windows 10 Pro,8192,3408
2022-10-26 14:07:09,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:24:23,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:17:27,Microsoft Windows 10 Pro,4096,3408
2022-10-25 08:34:28,Microsoft Windows 10 Pro,3023,3601
2022-10-27 13:53:15,Microsoft Windows 10 Pro,3023,3601
2019-03-28 14:18:00,Microsoft Windows 7 Professional,2048,2926
2022-10-27 14:27:19,Microsoft Windows 10 Pro,8192,3408
2022-04-29 10:24:57,Microsoft Windows 7 Professional,3292,2133
2019-02-14 10:18:07,Microsoft Windows XP Professional,2048,1795
2019-02-25 16:22:55,Microsoft Windows XP Professional,1024,2194
2022-10-27 08:32:20,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:40:19,Microsoft Windows 7 Professional,4096,3300
2022-10-27 08:41:15,Microsoft Windows 10 Pro,4096,3600
2022-10-27 11:56:27,Microsoft Windows 10 Pro,3307,3600
2019-04-25 17:07:45,Microsoft Windows 10 Pro,3247,3601
2019-10-07 08:29:55,Microsoft Windows 10 Pro,4096,3601
2020-03-17 08:39:32,Microsoft Windows 8 Professional Edition,4096,3600
